fecha,agente_id,agente,tipo_agente,concepto_id,concepto,categoria,monto,energia_mwh,potencia_mw,precio_mwh,fuente,documento_fuente
2025-01-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,2412404.48,33799.99,300.63,196.38,COES - Dataset Sintético,LIQ-202501-AGE004-CON001
2025-01-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,844925.54,39920.0,153.07,85.46,COES - Dataset Sintético,LIQ-202501-AGE004-CON002
2025-01-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,229735.06,17048.34,144.94,240.29,COES - Dataset Sintético,LIQ-202501-AGE004-CON003
2025-01-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,215045.84,19160.5,344.95,147.26,COES - Dataset Sintético,LIQ-202501-AGE004-CON004
2025-01-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,129083.36,25648.33,169.2,121.93,COES - Dataset Sintético,LIQ-202501-AGE004-CON005
2025-01-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1882887.1,16823.37,313.06,232.63,COES - Dataset Sintético,LIQ-202501-AGE005-CON001
2025-01-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,573037.58,14869.43,498.89,166.62,COES - Dataset Sintético,LIQ-202501-AGE005-CON002
2025-01-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,136824.18,7120.24,99.34,186.67,COES - Dataset Sintético,LIQ-202501-AGE005-CON003
2025-01-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,193568.87,23997.2,78.59,144.88,COES - Dataset Sintético,LIQ-202501-AGE005-CON004
2025-01-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,145426.63,28810.15,486.99,226.33,COES - Dataset Sintético,LIQ-202501-AGE005-CON005
2025-02-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,824062.89,37432.48,356.77,171.28,COES - Dataset Sintético,LIQ-202502-AGE001-CON001
2025-02-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,458763.74,33843.28,100.2,153.91,COES - Dataset Sintético,LIQ-202502-AGE001-CON002
2025-02-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,286777.23,47921.72,444.13,124.78,COES - Dataset Sintético,LIQ-202502-AGE001-CON003
2025-02-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,145608.91,13039.33,460.68,227.99,COES - Dataset Sintético,LIQ-202502-AGE001-CON004
2025-02-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,57940.28,33752.73,324.04,105.98,COES - Dataset Sintético,LIQ-202502-AGE001-CON005
2025-02-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,2033201.43,29272.06,400.38,170.16,COES - Dataset Sintético,LIQ-202502-AGE002-CON001
2025-02-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,328221.58,19587.02,58.76,237.95,COES - Dataset Sintético,LIQ-202502-AGE002-CON002
2025-02-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,451184.06,42424.95,188.38,89.85,COES - Dataset Sintético,LIQ-202502-AGE002-CON003
2025-02-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,213670.84,47612.73,88.54,162.62,COES - Dataset Sintético,LIQ-202502-AGE002-CON004
2025-02-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,30190.22,39227.1,394.63,101.83,COES - Dataset Sintético,LIQ-202502-AGE002-CON005
2025-02-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,1509825.43,29741.16,169.28,228.31,COES - Dataset Sintético,LIQ-202502-AGE003-CON001
2025-02-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,602422.75,14530.92,292.68,204.09,COES - Dataset Sintético,LIQ-202502-AGE003-CON002
2025-02-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,162778.28,19027.23,497.82,190.48,COES - Dataset Sintético,LIQ-202502-AGE003-CON003
2025-02-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,128480.77,28290.91,104.45,118.2,COES - Dataset Sintético,LIQ-202502-AGE003-CON004
2025-02-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,64580.6,31473.89,153.55,117.44,COES - Dataset Sintético,LIQ-202502-AGE003-CON005
2025-02-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,954683.12,33399.63,153.02,233.92,COES - Dataset Sintético,LIQ-202502-AGE004-CON001
2025-02-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,909471.3,8188.58,157.1,193.73,COES - Dataset Sintético,LIQ-202502-AGE004-CON002
2025-02-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,184620.96,10954.03,470.98,177.08,COES - Dataset Sintético,LIQ-202502-AGE004-CON003
2025-02-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,142358.22,40307.87,413.37,112.37,COES - Dataset Sintético,LIQ-202502-AGE004-CON004
2025-02-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,30190.94,24397.3,240.61,159.39,COES - Dataset Sintético,LIQ-202502-AGE004-CON005
2025-02-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1966025.39,35301.4,492.87,96.73,COES - Dataset Sintético,LIQ-202502-AGE005-CON001
2025-02-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,568434.11,20268.62,437.75,122.27,COES - Dataset Sintético,LIQ-202502-AGE005-CON002
2025-02-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,185390.66,25187.61,239.85,127.35,COES - Dataset Sintético,LIQ-202502-AGE005-CON003
2025-02-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,101678.72,46546.95,249.41,226.43,COES - Dataset Sintético,LIQ-202502-AGE005-CON004
2025-02-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,83472.65,7276.47,499.68,222.12,COES - Dataset Sintético,LIQ-202502-AGE005-CON005
2025-03-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,2486950.07,46686.51,431.91,108.27,COES - Dataset Sintético,LIQ-202503-AGE001-CON001
2025-03-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,627627.14,14618.63,230.47,89.97,COES - Dataset Sintético,LIQ-202503-AGE001-CON002
2025-03-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,243073.93,49338.9,169.34,213.29,COES - Dataset Sintético,LIQ-202503-AGE001-CON003
2025-03-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,145314.04,24035.34,480.79,249.22,COES - Dataset Sintético,LIQ-202503-AGE001-CON004
2025-03-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,97005.36,37328.37,119.66,130.44,COES - Dataset Sintético,LIQ-202503-AGE001-CON005
2025-03-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,2560739.01,31063.11,293.99,207.16,COES - Dataset Sintético,LIQ-202503-AGE002-CON001
2025-03-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,325748.33,31287.99,276.28,224.96,COES - Dataset Sintético,LIQ-202503-AGE002-CON002
2025-03-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,160453.43,48235.05,86.05,111.59,COES - Dataset Sintético,LIQ-202503-AGE002-CON003
2025-03-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,171806.31,35384.56,155.84,100.38,COES - Dataset Sintético,LIQ-202503-AGE002-CON004
2025-03-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,142358.25,16079.69,317.53,185.29,COES - Dataset Sintético,LIQ-202503-AGE002-CON005
2025-03-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,1476440.44,31265.25,285.25,238.9,COES - Dataset Sintético,LIQ-202503-AGE003-CON001
2025-03-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,438869.27,37228.63,157.41,147.28,COES - Dataset Sintético,LIQ-202503-AGE003-CON002
2025-03-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,348282.13,18499.87,192.28,207.82,COES - Dataset Sintético,LIQ-202503-AGE003-CON003
2025-03-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,60650.34,25622.85,499.3,249.34,COES - Dataset Sintético,LIQ-202503-AGE003-CON004
2025-03-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,30723.34,14591.94,169.34,238.65,COES - Dataset Sintético,LIQ-202503-AGE003-CON005
2025-03-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,2453265.07,44567.16,216.29,106.82,COES - Dataset Sintético,LIQ-202503-AGE004-CON001
2025-03-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,880439.98,36659.3,325.25,247.83,COES - Dataset Sintético,LIQ-202503-AGE004-CON002
2025-03-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,379733.93,5352.04,417.7,130.89,COES - Dataset Sintético,LIQ-202503-AGE004-CON003
2025-03-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,185980.89,47251.85,110.43,99.62,COES - Dataset Sintético,LIQ-202503-AGE004-CON004
2025-03-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,32820.73,29895.06,172.56,182.82,COES - Dataset Sintético,LIQ-202503-AGE004-CON005
2025-03-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,2056440.6,14161.88,335.41,124.88,COES - Dataset Sintético,LIQ-202503-AGE005-CON001
2025-03-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,691341.14,45740.14,430.75,95.69,COES - Dataset Sintético,LIQ-202503-AGE005-CON002
2025-03-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,268947.68,17450.61,51.6,211.09,COES - Dataset Sintético,LIQ-202503-AGE005-CON003
2025-03-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,191302.84,16787.99,383.55,173.79,COES - Dataset Sintético,LIQ-202503-AGE005-CON004
2025-03-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,65696.75,5435.14,83.86,230.13,COES - Dataset Sintético,LIQ-202503-AGE005-CON005
2025-04-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,2432704.67,29551.56,425.57,179.03,COES - Dataset Sintético,LIQ-202504-AGE001-CON001
2025-04-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,405422.55,10735.05,188.72,232.83,COES - Dataset Sintético,LIQ-202504-AGE001-CON002
2025-04-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,412192.96,43731.62,454.52,115.71,COES - Dataset Sintético,LIQ-202504-AGE001-CON003
2025-04-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,100364.32,9625.71,401.05,230.3,COES - Dataset Sintético,LIQ-202504-AGE001-CON004
2025-04-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,65591.42,32929.77,119.55,238.08,COES - Dataset Sintético,LIQ-202504-AGE001-CON005
2025-04-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,2244898.79,48929.27,414.85,229.84,COES - Dataset Sintético,LIQ-202504-AGE002-CON001
2025-04-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,323016.95,38145.4,199.48,238.24,COES - Dataset Sintético,LIQ-202504-AGE002-CON002
2025-04-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,451995.9,43882.88,414.84,125.36,COES - Dataset Sintético,LIQ-202504-AGE002-CON003
2025-04-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,202098.5,9864.3,442.48,225.96,COES - Dataset Sintético,LIQ-202504-AGE002-CON004
2025-04-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,46938.95,41746.4,257.14,131.88,COES - Dataset Sintético,LIQ-202504-AGE002-CON005
2025-04-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,2098096.1,15241.8,60.65,112.83,COES - Dataset Sintético,LIQ-202504-AGE003-CON001
2025-04-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,554031.61,43895.88,485.1,127.45,COES - Dataset Sintético,LIQ-202504-AGE003-CON002
2025-04-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,362454.21,22985.53,491.52,171.16,COES - Dataset Sintético,LIQ-202504-AGE003-CON003
2025-04-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,231547.32,10190.38,486.68,110.36,COES - Dataset Sintético,LIQ-202504-AGE003-CON004
2025-04-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,148853.97,16945.99,98.78,153.88,COES - Dataset Sintético,LIQ-202504-AGE003-CON005
2025-04-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,2048421.36,19115.48,322.79,166.94,COES - Dataset Sintético,LIQ-202504-AGE004-CON001
2025-04-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,597225.6,30946.46,164.63,200.49,COES - Dataset Sintético,LIQ-202504-AGE004-CON002
2025-04-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,97142.5,46650.88,292.3,202.3,COES - Dataset Sintético,LIQ-202504-AGE004-CON003
2025-04-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,195139.77,35178.28,213.9,91.9,COES - Dataset Sintético,LIQ-202504-AGE004-CON004
2025-04-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,104265.85,19859.0,191.26,224.16,COES - Dataset Sintético,LIQ-202504-AGE004-CON005
2025-04-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1875505.1,18514.5,189.18,149.43,COES - Dataset Sintético,LIQ-202504-AGE005-CON001
2025-04-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,590292.64,18304.48,107.28,151.48,COES - Dataset Sintético,LIQ-202504-AGE005-CON002
2025-04-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,482360.48,35479.31,456.26,184.64,COES - Dataset Sintético,LIQ-202504-AGE005-CON003
2025-04-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,110218.15,29657.17,50.18,128.78,COES - Dataset Sintético,LIQ-202504-AGE005-CON004
2025-04-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,74995.37,31099.32,344.62,159.05,COES - Dataset Sintético,LIQ-202504-AGE005-CON005
2025-05-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,1441862.13,14616.56,262.93,233.2,COES - Dataset Sintético,LIQ-202505-AGE001-CON001
2025-05-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,839188.11,12636.11,88.16,167.63,COES - Dataset Sintético,LIQ-202505-AGE001-CON002
2025-05-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,347124.41,20083.47,418.29,207.69,COES - Dataset Sintético,LIQ-202505-AGE001-CON003
2025-05-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,177155.75,15108.83,139.61,84.15,COES - Dataset Sintético,LIQ-202505-AGE001-CON004
2025-05-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,51411.56,26381.14,432.38,92.38,COES - Dataset Sintético,LIQ-202505-AGE001-CON005
2025-05-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,1534945.45,33339.44,137.5,198.38,COES - Dataset Sintético,LIQ-202505-AGE002-CON001
2025-05-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,706993.86,15979.3,345.23,80.94,COES - Dataset Sintético,LIQ-202505-AGE002-CON002
2025-05-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,403880.71,39652.08,97.96,152.27,COES - Dataset Sintético,LIQ-202505-AGE002-CON003
2025-05-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,86274.21,48108.47,283.08,88.54,COES - Dataset Sintético,LIQ-202505-AGE002-CON004
2025-05-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,52200.74,43175.14,255.41,216.24,COES - Dataset Sintético,LIQ-202505-AGE002-CON005
2025-05-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,1749252.34,49455.16,317.95,241.51,COES - Dataset Sintético,LIQ-202505-AGE003-CON001
2025-05-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,922773.21,32569.35,373.67,165.81,COES - Dataset Sintético,LIQ-202505-AGE003-CON002
2025-05-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,433529.33,29654.24,453.74,206.42,COES - Dataset Sintético,LIQ-202505-AGE003-CON003
2025-05-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,162785.37,16663.62,161.26,188.4,COES - Dataset Sintético,LIQ-202505-AGE003-CON004
2025-05-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,118405.89,28458.49,332.04,126.68,COES - Dataset Sintético,LIQ-202505-AGE003-CON005
2025-05-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,945769.61,17857.77,172.27,134.35,COES - Dataset Sintético,LIQ-202505-AGE004-CON001
2025-05-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,676929.64,11226.83,154.07,197.97,COES - Dataset Sintético,LIQ-202505-AGE004-CON002
2025-05-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,360212.74,7890.3,233.42,172.24,COES - Dataset Sintético,LIQ-202505-AGE004-CON003
2025-05-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,140763.47,14307.55,239.06,233.82,COES - Dataset Sintético,LIQ-202505-AGE004-CON004
2025-05-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,99536.98,36298.53,435.53,210.15,COES - Dataset Sintético,LIQ-202505-AGE004-CON005
2025-05-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1503864.98,5265.32,208.29,208.09,COES - Dataset Sintético,LIQ-202505-AGE005-CON001
2025-05-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,856608.73,47904.37,238.56,207.08,COES - Dataset Sintético,LIQ-202505-AGE005-CON002
2025-05-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,340789.12,32146.37,149.24,117.3,COES - Dataset Sintético,LIQ-202505-AGE005-CON003
2025-05-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,127552.8,6306.12,201.26,195.45,COES - Dataset Sintético,LIQ-202505-AGE005-CON004
2025-05-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,74690.32,12427.01,260.33,101.7,COES - Dataset Sintético,LIQ-202505-AGE005-CON005
2025-06-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,2061312.29,6213.49,227.31,175.95,COES - Dataset Sintético,LIQ-202506-AGE001-CON001
2025-06-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,303173.79,33923.73,111.06,158.49,COES - Dataset Sintético,LIQ-202506-AGE001-CON002
2025-06-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,116712.84,22059.67,145.25,135.56,COES - Dataset Sintético,LIQ-202506-AGE001-CON003
2025-06-01,AGE001,Generadora Andina,Generador,CON004,Servicios Complementarios,Servicios,203253.65,22060.68,388.4,221.43,COES - Dataset Sintético,LIQ-202506-AGE001-CON004
2025-06-01,AGE001,Generadora Andina,Generador,CON005,Otros Conceptos,Otros,51466.24,8685.78,58.72,171.7,COES - Dataset Sintético,LIQ-202506-AGE001-CON005
2025-06-01,AGE002,Energía del Pacífico,Generador,CON001,Energía,Energía,2306022.53,20748.22,342.56,212.81,COES - Dataset Sintético,LIQ-202506-AGE002-CON001
2025-06-01,AGE002,Energía del Pacífico,Generador,CON002,Potencia,Potencia,758820.72,38940.49,477.33,113.89,COES - Dataset Sintético,LIQ-202506-AGE002-CON002
2025-06-01,AGE002,Energía del Pacífico,Generador,CON003,Peajes,Transmisión,102407.49,11857.21,106.8,193.81,COES - Dataset Sintético,LIQ-202506-AGE002-CON003
2025-06-01,AGE002,Energía del Pacífico,Generador,CON004,Servicios Complementarios,Servicios,166648.81,14808.4,364.76,210.37,COES - Dataset Sintético,LIQ-202506-AGE002-CON004
2025-06-01,AGE002,Energía del Pacífico,Generador,CON005,Otros Conceptos,Otros,39890.41,32326.14,386.57,99.47,COES - Dataset Sintético,LIQ-202506-AGE002-CON005
2025-06-01,AGE003,Comercializadora Nacional,Comercializador,CON001,Energía,Energía,2362747.73,48412.43,98.64,84.37,COES - Dataset Sintético,LIQ-202506-AGE003-CON001
2025-06-01,AGE003,Comercializadora Nacional,Comercializador,CON002,Potencia,Potencia,498069.32,35480.63,481.18,147.43,COES - Dataset Sintético,LIQ-202506-AGE003-CON002
2025-06-01,AGE003,Comercializadora Nacional,Comercializador,CON003,Peajes,Transmisión,379790.0,8419.84,360.78,186.63,COES - Dataset Sintético,LIQ-202506-AGE003-CON003
2025-06-01,AGE003,Comercializadora Nacional,Comercializador,CON004,Servicios Complementarios,Servicios,73243.04,39761.64,432.63,182.07,COES - Dataset Sintético,LIQ-202506-AGE003-CON004
2025-06-01,AGE003,Comercializadora Nacional,Comercializador,CON005,Otros Conceptos,Otros,33537.78,49273.0,402.19,139.02,COES - Dataset Sintético,LIQ-202506-AGE003-CON005
2025-06-01,AGE004,Empresa Eléctrica Norte,Generador,CON001,Energía,Energía,1545623.32,21675.69,277.68,138.01,COES - Dataset Sintético,LIQ-202506-AGE004-CON001
2025-06-01,AGE004,Empresa Eléctrica Norte,Generador,CON002,Potencia,Potencia,953178.16,42004.89,97.49,243.33,COES - Dataset Sintético,LIQ-202506-AGE004-CON002
2025-06-01,AGE004,Empresa Eléctrica Norte,Generador,CON003,Peajes,Transmisión,325762.78,42291.83,368.29,154.03,COES - Dataset Sintético,LIQ-202506-AGE004-CON003
2025-06-01,AGE004,Empresa Eléctrica Norte,Generador,CON004,Servicios Complementarios,Servicios,198575.48,48446.32,171.54,217.39,COES - Dataset Sintético,LIQ-202506-AGE004-CON004
2025-06-01,AGE004,Empresa Eléctrica Norte,Generador,CON005,Otros Conceptos,Otros,91131.46,26757.39,246.01,204.27,COES - Dataset Sintético,LIQ-202506-AGE004-CON005
2025-06-01,AGE005,Distribuidora Centro,Distribuidor,CON001,Energía,Energía,1305381.54,43327.09,423.83,94.73,COES - Dataset Sintético,LIQ-202506-AGE005-CON001
2025-06-01,AGE005,Distribuidora Centro,Distribuidor,CON002,Potencia,Potencia,860418.87,15973.85,259.12,183.76,COES - Dataset Sintético,LIQ-202506-AGE005-CON002
2025-06-01,AGE005,Distribuidora Centro,Distribuidor,CON003,Peajes,Transmisión,234984.66,6291.5,432.93,110.91,COES - Dataset Sintético,LIQ-202506-AGE005-CON003
2025-06-01,AGE005,Distribuidora Centro,Distribuidor,CON004,Servicios Complementarios,Servicios,94835.97,40902.46,203.15,229.65,COES - Dataset Sintético,LIQ-202506-AGE005-CON004
2025-06-01,AGE005,Distribuidora Centro,Distribuidor,CON005,Otros Conceptos,Otros,112804.44,17432.09,54.57,241.17,COES - Dataset Sintético,LIQ-202506-AGE005-CON005
2025-07-01,AGE001,Generadora Andina,Generador,CON001,Energía,Energía,957384.61,37403.36,269.86,208.89,COES - Dataset Sintético,LIQ-202507-AGE001-CON001
2025-07-01,AGE001,Generadora Andina,Generador,CON002,Potencia,Potencia,796997.37,34065.63,270.87,214.8,COES - Dataset Sintético,LIQ-202507-AGE001-CON002
2025-07-01,AGE001,Generadora Andina,Generador,CON003,Peajes,Transmisión,132555.65,14971.84,361.3,132.06,COES - Dataset Sintético,LIQ-202507-AGE001-CON003
